Gene,ACE2
EFO27_OVARY,0.0052
A2780_OVARY,-0.0227
NCIH196_LUNG,1.0347
IGROV1_OVARY,0.0173
NCIH889_LUNG,0.162
NCIH211_LUNG,-0.3689
HS571T_OVARY,-0.7367
MDAPCA2B_PROSTATE,0.0002
SKMEL24_SKIN,0.0021
K029AX_SKIN,-0.0113
HT1376_URINARY_TRACT,-0.1987
NCIH2171_LUNG,0.006
PANC1005_PANCREAS,-0.0009
EVSAT_BREAST,-0.2342
HS695T_SKIN,-0.3091
CHL1_SKIN,-0.1508
LOUNH91_LUNG,-0.0102
LK2_LUNG,-0.0266
TOV21G_OVARY,0.0071
SKMEL3_SKIN,0.1338
ASPC1_PANCREAS,-0.5287
OVSAHO_OVARY,-0.0085
NCIH441_LUNG,-0.5737
RERFLCSQ1_LUNG,0.7434
NCIH2030_LUNG,0.9392
HMCB_SKIN,0.0394
FUOV1_OVARY,-0.2603
MALME3M_SKIN,0.0035
KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.018
T98G_CENTRAL_NERVOUS_SYSTEM,-0.35
HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0006
DBTRG05MG_CENTRAL_NERVOUS_SYSTEM,0.2259
HEYA8_OVARY,-0.7964
NCIH2122_LUNG,-0.0285
MELJUSO_SKIN,0.0516
SW620_LARGE_INTESTINE,0.0314
HCT116_LARGE_INTESTINE,0.0195
VMRCRCZ_KIDNEY,0.0198
DU145_PROSTATE,-0.0244
MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.1214
L33_PANCREAS,0.0808
SKMEL2_SKIN,-0.3955
A549_LUNG,0.0004
A172_CENTRAL_NERVOUS_SYSTEM,0.8551
NCIH1975_LUNG,0.0489
COLO679_SKIN,0.0055
KP2_PANCREAS,0.0135
HUH1_LIVER,-0.2184
MDAMB453_BREAST,-0.2062
PANC0403_PANCREAS,-0.5478
TYKNU_OVARY,-0.6409
OVISE_OVARY,-0.0512
EFM19_BREAST,-0.8061
MELHO_SKIN,-0.0099
RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0194
G361_SKIN,-0.0128
NCIH647_LUNG,-0.1432
GMS10_CENTRAL_NERVOUS_SYSTEM,-0.0997
SEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0124
HLFA_LUNG,-0.0039
42MGBA_CENTRAL_NERVOUS_SYSTEM,-0.5643
KCIMOH1_PANCREAS,-0.0201
HCC44_LUNG,-0.4963
KYSE70_OESOPHAGUS,0.0264
1321N1_CENTRAL_NERVOUS_SYSTEM,0.3657
GAMG_CENTRAL_NERVOUS_SYSTEM,0.0033
NCIH522_LUNG,-0.0414
EN_ENDOMETRIUM,-0.0046
PK59_PANCREAS,0.0308
SNB19_CENTRAL_NERVOUS_SYSTEM,-0.0428
COLO741_SKIN,-0.0044
HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.5165
NCIH661_LUNG,0.1715
LNCAPCLONEFGC_PROSTATE,0.0062
LS411N_LARGE_INTESTINE,0.4855
HCC78_LUNG,-0.2351
YKG1_CENTRAL_NERVOUS_SYSTEM,-0.0089
ESS1_ENDOMETRIUM,0.005
U251MG_CENTRAL_NERVOUS_SYSTEM,-0.0234
TE11_OESOPHAGUS,-0.601
KS1_CENTRAL_NERVOUS_SYSTEM,-0.019
HEC1A_ENDOMETRIUM,0.022
TE1_OESOPHAGUS,-0.5768
JHUEM2_ENDOMETRIUM,-0.0152
MOGGUVW_CENTRAL_NERVOUS_SYSTEM,-0.0245
RERFLCAD1_LUNG,-0.5606
TE5_OESOPHAGUS,0.7032
KELLY_AUTONOMIC_GANGLIA,-0.1209
NCIH1155_LUNG,0.5396
TE15_OESOPHAGUS,-0.5883
ABC1_LUNG,-0.2855
8MGBA_CENTRAL_NERVOUS_SYSTEM,-0.0616
NCIH1703_LUNG,0.2835
AGS_STOMACH,-0.0299
QGP1_PANCREAS,-0.2416
DETROIT562_UPPER_AERODIGESTIVE_TRACT,-0.3791
BT474_BREAST,0.9123
ACHN_KIDNEY,-0.0132
LOVO_LARGE_INTESTINE,0.0307
NCIH1581_LUNG,-0.053
SCABER_URINARY_TRACT,-0.6686
SKMEL30_SKIN,0.0127
OVKATE_OVARY,-0.0223
22RV1_PROSTATE,-0.0164
C32_SKIN,0.0131
PANC0327_PANCREAS,0.0015
RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0027
DLD1_LARGE_INTESTINE,0.02
ES2_OVARY,0.1031
NCIH1395_LUNG,-0.0716
NCIH1781_LUNG,-0.2433
LS1034_LARGE_INTESTINE,0.0257
G402_SOFT_TISSUE,-0.0035
NCIH146_LUNG,-0.0042
SW48_LARGE_INTESTINE,0.0121
CHP212_AUTONOMIC_GANGLIA,0.0067
LS180_LARGE_INTESTINE,-0.0442
SW403_LARGE_INTESTINE,-0.0053
NCIH747_LARGE_INTESTINE,-1.0692
RT4_URINARY_TRACT,-0.0189
KATOIII_STOMACH,0.0249
BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0138
SW1417_LARGE_INTESTINE,-0.0105
SW948_LARGE_INTESTINE,0.1805
HS606T_BREAST,-0.0027
MDAMB415_BREAST,0.0224
DMS79_LUNG,-0.531
NCIH2106_LUNG,0.0093
SW579_THYROID,-0.6861
MDAMB468_BREAST,-0.3382
NCIH526_LUNG,0.3351
TOV112D_OVARY,-0.7243
BT549_BREAST,-0.349
NCIH2196_LUNG,0.0019
CAL851_BREAST,-0.2421
EFO21_OVARY,0.0088
A375_SKIN,0.076
HT29_LARGE_INTESTINE,-0.5274
NCIH446_LUNG,0.002
HS294T_SKIN,-0.1101
SKMEL5_SKIN,-0.1003
HS944T_SKIN,0.0151
TCCPAN2_PANCREAS,-0.0314
DOV13_OVARY,-0.3284
RMGI_OVARY,0.0166
PC3_PROSTATE,0.001
K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.024
RT112_URINARY_TRACT,-0.0215
NUGC3_STOMACH,0.0012
U87MG_CENTRAL_NERVOUS_SYSTEM,-0.0049
CAKI2_KIDNEY,0.0227
OE19_OESOPHAGUS,-0.6242
KMRC2_KIDNEY,-0.0307
JHH2_LIVER,-0.4239
IM95_STOMACH,-0.0057
MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.0026
WM2664_SKIN,-0.0371
KMRC1_KIDNEY,-0.0502
KM12_LARGE_INTESTINE,0.0266
COLO849_SKIN,-0.0028
T84_LARGE_INTESTINE,-0.3802
CALU1_LUNG,-0.0071
LOXIMVI_SKIN,-0.7845
NCIH2170_LUNG,-0.0598
SQ1_LUNG,-1.0959
AN3CA_ENDOMETRIUM,-0.0007
NCIH2444_LUNG,-0.0344
UACC257_SKIN,-0.0228
KYSE510_OESOPHAGUS,-0.0326
MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0169
HUPT4_PANCREAS,-0.2596
MOGGCCM_CENTRAL_NERVOUS_SYSTEM,-0.0006
KYSE30_OESOPHAGUS,-0.5408
KYSE150_OESOPHAGUS,-0.0184
PSN1_PANCREAS,-0.0106
NCIH1299_LUNG,0.5189
PATU8988T_PANCREAS,0.1961
IGR37_SKIN,0.0299
LN443_CENTRAL_NERVOUS_SYSTEM,0.064
SLR23_KIDNEY,0.0107
HMEL_BREAST,-0.011
OELE_OVARY,-0.0102
LN235_CENTRAL_NERVOUS_SYSTEM,-3.1143
BJHTERT_SKIN,0.0012
LN428_CENTRAL_NERVOUS_SYSTEM,
SLR24_KIDNEY,0.0023
EWS502_BONE,-0.0001
SALE_LUNG,0.0026
HCC2814_LUNG,0.6557
SKRC31_KIDNEY,0.0137
TIG3TD_LUNG,0.001
TC32_BONE,0.0097
SF172_CENTRAL_NERVOUS_SYSTEM,0.056
PRECLH_PROSTATE,0.0172
U343_CENTRAL_NERVOUS_SYSTEM,-0.0076
RCC4_KIDNEY,-0.0063
LN215_CENTRAL_NERVOUS_SYSTEM,
LN464_CENTRAL_NERVOUS_SYSTEM,
SLR25_KIDNEY,0.0194
U178_CENTRAL_NERVOUS_SYSTEM,-0.0082
F5_CENTRAL_NERVOUS_SYSTEM,-0.0104
HEKTE_KIDNEY,0.0249
SLR26_KIDNEY,-0.0252
SKRC20_KIDNEY,
SF767_CENTRAL_NERVOUS_SYSTEM,0.1384
A1207_CENTRAL_NERVOUS_SYSTEM,-0.0052
LN319_CENTRAL_NERVOUS_SYSTEM,-0.0646
HCC364_LUNG,0.0439
UMRC6_KIDNEY,0.0007
LN382_CENTRAL_NERVOUS_SYSTEM,-0.0156
IOMMLEE_CENTRAL_NERVOUS_SYSTEM,
UMRC2_KIDNEY,0.0144
DFCI024_LUNG,
HCC1897_LUNG,-0.0344
SLR21_KIDNEY,0.0043
LNZ308_CENTRAL_NERVOUS_SYSTEM,-0.008
LN340_CENTRAL_NERVOUS_SYSTEM,0.3588
HCC827GR5_LUNG,
SLR20_KIDNEY,0.3374
HK2_KIDNEY,0.1171
EW8_BONE,-0.7071
UOK101_KIDNEY,-0.0331
JHESOAD1_OESOPHAGUS,0.0407
CH157MN_CENTRAL_NERVOUS_SYSTEM,-0.8913
MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.546
SCC25_UPPER_AERODIGESTIVE_TRACT,0.3667
UT7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.065
MHHNB11_AUTONOMIC_GANGLIA,0.0548
HCC1806_BREAST,-0.0112
GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0094
MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.0349
MKN7_STOMACH,0.9737
SW1710_URINARY_TRACT,-0.0444
MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.0324
SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0217
SCC15_UPPER_AERODIGESTIVE_TRACT,-0.236
RS5_PLEURA,
NCIH2126_LUNG,-0.4096
NCIH2141_LUNG,-0.036
NCIH1385_LUNG,-0.2508
HCC827_LUNG,-0.2536
RD_SOFT_TISSUE,0.036
TT_THYROID,-0.1192
TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.129
HS172T_URINARY_TRACT,-0.058
HS834T_SKIN,
TE125T_SOFT_TISSUE,-0.0209
8305C_THYROID,-0.0407
UACC812_BREAST,-0.1817
ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0063
KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0362
DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0289
ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0635
DM3_PLEURA,-0.0181
JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.6739
JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.1372
NUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.0097
CL14_LARGE_INTESTINE,0.0252
KYO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.078
JL1_PLEURA,-0.0524
CAL148_BREAST,0.0016
NALM19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0471
HPBALL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0358
SUPT11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0093
CL40_LARGE_INTESTINE,-0.0203
MDAMB134VI_BREAST,-0.0351
HCC1500_BREAST,-0.0214
HCC1599_BREAST,-1.3591
SUPHD1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0208
MOTN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.0318
OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0303
SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.3379
SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0243
RH41_SOFT_TISSUE,-0.0079
OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.0071
MOLM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0157
SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.0209
KASUMI6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.0166
HS698T_LARGE_INTESTINE,-0.0338
UACC893_BREAST,-0.1724
MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.0289
CHP126_AUTONOMIC_GANGLIA,-0.0241
COLO680N_OESOPHAGUS,-0.889
COLO678_LARGE_INTESTINE,-0.0099
LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.5478
CMLT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0256
EHEB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.0206
CAL54_KIDNEY,-0.0407
BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.01
DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0488
EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.0013
NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0772
VMCUB1_URINARY_TRACT,-0.0245
LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.0226
LXF289_LUNG,-0.6322
MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0108
PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0424
PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.0025
NALM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.0205
OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0136
MHHCALL3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0075
JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0308
OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0157
KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.0349
JK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0068
RI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0105
KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0091
L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.159
CAL78_BONE,-0.3884
HDQP1_BREAST,-0.1379
MHHCALL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.0178
MUTZ5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0165
ONCODG1_OVARY,-0.7759
HDLM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0118
CAL29_URINARY_TRACT,-0.2777
KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0223
SCLC21H_LUNG,0.0187
CALU3_LUNG,0.0007
NCIH1435_LUNG,-0.0162
NCIH2009_LUNG,0.2529
NCIH1869_LUNG,0.012
HS852T_SKIN,0.0352
HCC1419_BREAST,-0.0206
BT483_BREAST,-0.0153
HS281T_BREAST,-0.0047
HS934T_SKIN,-0.0404
HCC4006_LUNG,0.2987
HCC1428_BREAST,-0.0616
KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.0178
SHP77_LUNG,-0.0391
TE441T_SOFT_TISSUE,-0.014
NB1_AUTONOMIC_GANGLIA,0.2373
HS274T_BREAST,-0.0292
PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0125
ZR7530_BREAST,-0.0332
HS863T_BONE,0.0018
NCIH841_LUNG,-0.3195
HS821T_BONE,-0.0371
NCIH1944_LUNG,-0.008
NCIH2405_LUNG,-0.0117
DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0504
BEN_LUNG,-0.1319
COLO320_LARGE_INTESTINE,0.0418
RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0781
SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.1802
P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.0327
BFTC905_URINARY_TRACT,0.3303
BFTC909_KIDNEY,-0.0146
MHHES1_BONE,-0.0457
JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.008
NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0048
NCIH727_LUNG,0.5528
HS343T_BREAST,0.0048
HCC2935_LUNG,-0.1662
HS888T_BONE,-0.0222
MKN45_STOMACH,0.4012
8505C_THYROID,-0.011
KU1919_URINARY_TRACT,-0.6255
KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.6636
CADOES1_BONE,-0.0102
S117_SOFT_TISSUE,-0.0456
EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.1276
COLO677_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.3735
CAL62_THYROID,-0.0251
LCLC103H_LUNG,0.2127
JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.0045
697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0545
MHHCALL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.008
M07E_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.0216
L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0634
MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.0045
NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.0176
LCLC97TM1_LUNG,-0.0089
2313287_STOMACH,0.0049
BHT101_THYROID,-0.6738
JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0042
CAL51_BREAST,0.0192
L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.3692
KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.4767
SIMA_AUTONOMIC_GANGLIA,0.0023
NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.4541
BC3C_URINARY_TRACT,0.0013
SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0271
KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.0158
REC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.037
OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.0396
MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0227
SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.0099
SUDHL5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0782
BCPAP_THYROID,-0.0228
639V_URINARY_TRACT,-0.0206
CL11_LARGE_INTESTINE,0.0029
TT2609C02_THYROID,-0.0051
MEC2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0519
CL34_LARGE_INTESTINE,0.2292
RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0061
CAL120_BREAST,0.0073
647V_URINARY_TRACT,0.063
RH18_SOFT_TISSUE,0.0683
MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0025
F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.0057
EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.593
WSUDLCL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.0023
JIMT1_BREAST,-0.9641
ML1_THYROID,-0.111
AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.0077
MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.0287
COLO699_LUNG,
JHUEM7_ENDOMETRIUM,0.1775
KP1NL_PANCREAS,
KP1N_PANCREAS,
M059J_CENTRAL_NERVOUS_SYSTEM,
MB157_BREAST,
OE21_OESOPHAGUS,-0.5252
SF8657_SKIN,
SNUC2B_LARGE_INTESTINE,
NCIH2073_LUNG,-0.952
HN_UPPER_AERODIGESTIVE_TRACT,-0.6551
HRT18_LARGE_INTESTINE,0.0222
HCT116G9B_ENGINEERED,
HCT116PA_ENGINEERED,
HNT34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.009
MUTZ2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
PLB985_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.0314
SKNO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.0561
LC1_LUNG,
MOLT3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.0332
HOP62_LUNG,-0.746
EKVX_LUNG,0.1237
OVCAR5_OVARY,0.2948
UO31_KIDNEY,-0.0285
TK10_KIDNEY,
SF268_CENTRAL_NERVOUS_SYSTEM,0.0468
SF539_CENTRAL_NERVOUS_SYSTEM,-0.377
SNB75_CENTRAL_NERVOUS_SYSTEM,-0.002
HOP92_LUNG,0.2835
ACCS_URINARY_TRACT,
MUTZ3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
A427_LUNG,
BT12_SOFT_TISSUE,
C8166_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0064
CACO2_LARGE_INTESTINE,0.0121
HCC2429_LUNG,
HCC2450_LUNG,
HCC461_LUNG,
HCC515_LUNG,
INA6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.1911
KD_SOFT_TISSUE,
KPMRTRY_SOFT_TISSUE,
MON_SOFT_TISSUE,
NCIH2004RT_SOFT_TISSUE,
NCIH2077_LUNG,
NCIH2882_LUNG,
NCIH2887_LUNG,
NCIH1819_LUNG,
NCIH3122_LUNG,
NHAHTDD_CENTRAL_NERVOUS_SYSTEM,0.0119
OCIMY5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.0203
OCIMY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.384
OPM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.3084
PC9_LUNG,
SKNEP1_BONE,
SKPNDW_BONE,
STM9101_SOFT_TISSUE,
SIHA_CERVIX,-0.2286
TM87_SOFT_TISSUE,
TTC709_SOFT_TISSUE,
TTC1240_SOFT_TISSUE,
TTC549_SOFT_TISSUE,
TTC642_SOFT_TISSUE,
BT16_SOFT_TISSUE,
CW9019_SOFT_TISSUE,
D384_CENTRAL_NERVOUS_SYSTEM,
D425_CENTRAL_NERVOUS_SYSTEM,
D458_CENTRAL_NERVOUS_SYSTEM,
D556_CENTRAL_NERVOUS_SYSTEM,
JR_SOFT_TISSUE,
MKL1_SKIN,
MKL2_SKIN,
PETA_SKIN,
SMSCTR_SOFT_TISSUE,
SUMB002_CENTRAL_NERVOUS_SYSTEM,
201T_LUNG,
451LU_NS,
A388_SKIN,
A431_SKIN,
ACN,
ALLPO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
ARH77_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
ASH3_THYROID,
ATN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
BALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
BB30HNC_UPPER_AERODIGESTIVE_TRACT,
BB49HNC_UPPER_AERODIGESTIVE_TRACT,
BB65RCC_KIDNEY,
BC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
BC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
BE13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
BE2M17_AUTONOMIC_GANGLIA,
BICR10_UPPER_AERODIGESTIVE_TRACT,
BICR78_UPPER_AERODIGESTIVE_TRACT,
BONNA12_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
BPH1_PROSTATE,
C33A_CERVIX,
C4I_CERVIX,
CA922_UPPER_AERODIGESTIVE_TRACT,
CAL39_VULVA,
CAL72_BONE,
CAR1_LARGE_INTESTINE,
CASKI_CERVIX,
CCRFCEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
CESS_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
CHP134_AUTONOMIC_GANGLIA,
CHSA0011_BONE,
CHSA0108_BONE,
CHSA8926_BONE,
COLO824_BREAST,
CORL303_LUNG,
CORL321_PLEURA,
CORL32_LUNG,
CP50MELB_SKIN,
CP66MEL_SKIN,
CP67MEL_SKIN,
CROAP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
CROAP3,
CS1_BONE,
CTB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
CTV1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
D245MG_CENTRAL_NERVOUS_SYSTEM,
D247MG_CENTRAL_NERVOUS_SYSTEM,
D263MG_CENTRAL_NERVOUS_SYSTEM,
D336MG_CENTRAL_NERVOUS_SYSTEM,
D392MG_CENTRAL_NERVOUS_SYSTEM,
D423MG_CENTRAL_NERVOUS_SYSTEM,
D502MG_CENTRAL_NERVOUS_SYSTEM,
D542MG_CENTRAL_NERVOUS_SYSTEM,
D566MG_CENTRAL_NERVOUS_SYSTEM,
DG75_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
DIFI_LARGE_INTESTINE,
DJM1_SKIN,
DOK_UPPER_AERODIGESTIVE_TRACT,
DOTC24510_CERVIX,
DSH1_URINARY_TRACT,
EB3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
EGI1_BILIARY_TRACT,
EMCBAC1_LUNG,
EMCBAC2_LUNG,
ES1_BONE,
ES3_BONE,
ES4_BONE,
ES5_BONE,
ES6_BONE,
ES7_BONE,
ES8_BONE,
ESO26_OESOPHAGUS,
ESO51_OESOPHAGUS,
ETK1_BILIARY_TRACT,
EW11_BONE,
EW12_BONE,
EW13_BONE,
EW16_BONE,
EW18_BONE,
EW1_BONE,
EW22_BONE,
EW24_BONE,
EW3_BONE,
EW7_BONE,
FARAGE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
FLO1_OESOPHAGUS,
GAK_SKIN,
GEO_LARGE_INTESTINE,
GIMEN_AUTONOMIC_GANGLIA,
GMEL_SKIN,
GOTO_AUTONOMIC_GANGLIA,
GP5D_LARGE_INTESTINE,
GRST_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
GT3TKB_STOMACH,
H2369_PLEURA,
NCIH2595_PLEURA,
NCIH2722_PLEURA,
NCIH2731_PLEURA,
NCIH2795_PLEURA,
NCIH2803_PLEURA,
NCIH2804_PLEURA,
NCIH2810_PLEURA,
NCIH2818_PLEURA,
NCIH2869_PLEURA,
H290_PLEURA,
H3118_UPPER_AERODIGESTIVE_TRACT,
H9_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
HA7RCC_KIDNEY,
HAL01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
HC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
HCC2998_LARGE_INTESTINE,
HCE4_OESOPHAGUS,
HEC1_ENDOMETRIUM,
HELA_CERVIX,
HEMCSS_BONE,
HEY_OVARY,
HMVII_SKIN,
HO1N1_UPPER_AERODIGESTIVE_TRACT,
HO1U1_UPPER_AERODIGESTIVE_TRACT,
HS445_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
HSC39_STOMACH,
HT3_CERVIX,
HTCC3_THYROID,
HUH6CLONE5,
HUO3N1_BONE,
HUO9_BONE,
IHH4_THYROID,
IM9_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
