Gene,ACE2
GAMG_CENTRAL_NERVOUS_SYSTEM,
NCIH522_LUNG,-0.652557924
EN_ENDOMETRIUM,0.079017582
PK59_PANCREAS,
SNB19_CENTRAL_NERVOUS_SYSTEM,
COLO741_SKIN,1.017045604
HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
NCIH661_LUNG,-0.849820689
LNCAPCLONEFGC_PROSTATE,0.248275372
LS411N_LARGE_INTESTINE,0.064718012
HCC78_LUNG,
YKG1_CENTRAL_NERVOUS_SYSTEM,-0.14949826
ESS1_ENDOMETRIUM,0.123857231
U251MG_CENTRAL_NERVOUS_SYSTEM,-0.623641896
TE11_OESOPHAGUS,0.209456595
KS1_CENTRAL_NERVOUS_SYSTEM,
HEC1A_ENDOMETRIUM,-0.253041407
TE1_OESOPHAGUS,-0.113808752
JHUEM2_ENDOMETRIUM,-0.26944036
MOGGUVW_CENTRAL_NERVOUS_SYSTEM,
RERFLCAD1_LUNG,
TE5_OESOPHAGUS,
KELLY_AUTONOMIC_GANGLIA,
NCIH1155_LUNG,0.010918356
TE15_OESOPHAGUS,-0.345810362
ABC1_LUNG,-0.664045113
8MGBA_CENTRAL_NERVOUS_SYSTEM,
NCIH1703_LUNG,-0.617700246
AGS_STOMACH,1.530404126
QGP1_PANCREAS,-0.038936045
DETROIT562_UPPER_AERODIGESTIVE_TRACT,
BT474_BREAST,1.377505678
ACHN_KIDNEY,0.257227458
LOVO_LARGE_INTESTINE,0.213774194
NCIH1581_LUNG,0.030652554
SCABER_URINARY_TRACT,
SKMEL30_SKIN,
OVKATE_OVARY,
22RV1_PROSTATE,0.536168099
C32_SKIN,0.279686893
PANC0327_PANCREAS,-1.007868568
RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
DLD1_LARGE_INTESTINE,0.050180776
ES2_OVARY,-0.544419901
NCIH1395_LUNG,-0.531348272
NCIH1781_LUNG,
LS1034_LARGE_INTESTINE,
G402_SOFT_TISSUE,0.088009278
NCIH146_LUNG,0.925148091
SW48_LARGE_INTESTINE,0.233223194
CHP212_AUTONOMIC_GANGLIA,
LS180_LARGE_INTESTINE,-0.04936166
SW403_LARGE_INTESTINE,
NCIH747_LARGE_INTESTINE,
RT4_URINARY_TRACT,
KATOIII_STOMACH,0.092802209
BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
SW1417_LARGE_INTESTINE,0.324328487
SW948_LARGE_INTESTINE,
HS606T_BREAST,
MDAMB415_BREAST,0.185135443
DMS79_LUNG,
NCIH2106_LUNG,
SW579_THYROID,
MDAMB468_BREAST,-0.151676865
NCIH526_LUNG,0.573798547
TOV112D_OVARY,-0.245832205
BT549_BREAST,
NCIH2196_LUNG,
CAL851_BREAST,
EFO21_OVARY,-1.224540722
A375_SKIN,0.343975541
HT29_LARGE_INTESTINE,-0.889431686
NCIH446_LUNG,
HS294T_SKIN,-0.456087378
SKMEL5_SKIN,0.418523438
HS944T_SKIN,0.489823233
TCCPAN2_PANCREAS,
DOV13_OVARY,
RMGI_OVARY,0.727093105
PC3_PROSTATE,0.311969856
K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.150607368
RT112_URINARY_TRACT,-0.225313709
NUGC3_STOMACH,-0.078871853
U87MG_CENTRAL_NERVOUS_SYSTEM,0.387072306
CAKI2_KIDNEY,0.016717406
OE19_OESOPHAGUS,
KMRC2_KIDNEY,-0.509562224
JHH2_LIVER,
IM95_STOMACH,-0.0294809
MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.961590208
WM2664_SKIN,0.847906646
KMRC1_KIDNEY,0.093000264
KM12_LARGE_INTESTINE,0.197850573
COLO849_SKIN,
T84_LARGE_INTESTINE,
CALU1_LUNG,-0.734156578
LOXIMVI_SKIN,0.081909185
NCIH2170_LUNG,-0.08513039
SQ1_LUNG,
AN3CA_ENDOMETRIUM,
NCIH2444_LUNG,
UACC257_SKIN,0.460511095
KYSE510_OESOPHAGUS,-0.411326951
MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.010311735
HUPT4_PANCREAS,
MOGGCCM_CENTRAL_NERVOUS_SYSTEM,
KYSE30_OESOPHAGUS,-0.664045113
KYSE150_OESOPHAGUS,-0.766637595
PSN1_PANCREAS,0.6593583
NCIH1299_LUNG,0.430802847
PATU8988T_PANCREAS,
IGR37_SKIN,
LN443_CENTRAL_NERVOUS_SYSTEM,0.218606736
SLR23_KIDNEY,0.179391848
HMEL_BREAST,
OELE_OVARY,0.754028583
LN235_CENTRAL_NERVOUS_SYSTEM,-0.181622779
BJHTERT_SKIN,
LN428_CENTRAL_NERVOUS_SYSTEM,-0.481042306
SLR24_KIDNEY,0.437536717
EWS502_BONE,-0.37631083
SALE_LUNG,
HCC2814_LUNG,-0.310160465
SKRC31_KIDNEY,
TIG3TD_LUNG,
TC32_BONE,
SF172_CENTRAL_NERVOUS_SYSTEM,-0.582050349
PRECLH_PROSTATE,0.046932674
U343_CENTRAL_NERVOUS_SYSTEM,0.3852502
RCC4_KIDNEY,
LN215_CENTRAL_NERVOUS_SYSTEM,-0.255299234
LN464_CENTRAL_NERVOUS_SYSTEM,1.06774768
SLR25_KIDNEY,-0.18522738
U178_CENTRAL_NERVOUS_SYSTEM,0.713625366
F5_CENTRAL_NERVOUS_SYSTEM,
HEKTE_KIDNEY,-0.30520909
SLR26_KIDNEY,0.642325572
SKRC20_KIDNEY,-0.275461231
SF767_CENTRAL_NERVOUS_SYSTEM,-0.650577374
A1207_CENTRAL_NERVOUS_SYSTEM,-1.037972925
LN319_CENTRAL_NERVOUS_SYSTEM,-0.149617093
HCC364_LUNG,1.07527377
UMRC6_KIDNEY,
LN382_CENTRAL_NERVOUS_SYSTEM,-0.385183693
IOMMLEE_CENTRAL_NERVOUS_SYSTEM,-0.221669497
UMRC2_KIDNEY,
DFCI024_LUNG,
HCC1897_LUNG,
SLR21_KIDNEY,0.047368395
LNZ308_CENTRAL_NERVOUS_SYSTEM,-0.659687903
LN340_CENTRAL_NERVOUS_SYSTEM,-0.269004639
HCC827GR5_LUNG,-0.462029028
SLR20_KIDNEY,-0.736929347
HK2_KIDNEY,-0.598686968
EW8_BONE,0.433971727
UOK101_KIDNEY,-1.238404571
JHESOAD1_OESOPHAGUS,-0.490945055
CH157MN_CENTRAL_NERVOUS_SYSTEM,-1.403186319
MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
SCC25_UPPER_AERODIGESTIVE_TRACT,
UT7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
MHHNB11_AUTONOMIC_GANGLIA,
HCC1806_BREAST,-0.196595736
GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.294699461
MKN7_STOMACH,-0.401820312
SW1710_URINARY_TRACT,
MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
SCC15_UPPER_AERODIGESTIVE_TRACT,
RS5_PLEURA,
NCIH2126_LUNG,0.551220278
NCIH2141_LUNG,
NCIH1385_LUNG,
HCC827_LUNG,-0.43390522
RD_SOFT_TISSUE,0.552804718
TT_THYROID,
TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
HS172T_URINARY_TRACT,
HS834T_SKIN,
TE125T_SOFT_TISSUE,
8305C_THYROID,
UACC812_BREAST,-0.029009529
ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.393053567
ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
DM3_PLEURA,
JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.078832242
NUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
CL14_LARGE_INTESTINE,
KYO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
JL1_PLEURA,
CAL148_BREAST,
NALM19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
HPBALL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
SUPT11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
CL40_LARGE_INTESTINE,
MDAMB134VI_BREAST,
HCC1500_BREAST,0.27877584
HCC1599_BREAST,
SUPHD1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
MOTN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.00722265
SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.861770495
SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.602318464
RH41_SOFT_TISSUE,0.503290972
OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
MOLM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.597169035
KASUMI6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
HS698T_LARGE_INTESTINE,
UACC893_BREAST,
MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
CHP126_AUTONOMIC_GANGLIA,
COLO680N_OESOPHAGUS,0.319218668
COLO678_LARGE_INTESTINE,
LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.445392409
CMLT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
EHEB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
CAL54_KIDNEY,-0.176988292
BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.652228321
VMCUB1_URINARY_TRACT,
LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
LXF289_LUNG,-0.186653376
MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.178876905
PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
NALM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.34819354
MHHCALL3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.890290413
KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
JK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
RI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.775418522
L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
CAL78_BONE,
HDQP1_BREAST,
MHHCALL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
MUTZ5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
ONCODG1_OVARY,
HDLM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
CAL29_URINARY_TRACT,
KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
SCLC21H_LUNG,
CALU3_LUNG,0.234253079
NCIH1435_LUNG,
NCIH2009_LUNG,-1.060551194
NCIH1869_LUNG,
HS852T_SKIN,
HCC1419_BREAST,
BT483_BREAST,
HS281T_BREAST,
HS934T_SKIN,
HCC4006_LUNG,
HCC1428_BREAST,0.980603487
KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
SHP77_LUNG,-0.045360949
TE441T_SOFT_TISSUE,
NB1_AUTONOMIC_GANGLIA,
HS274T_BREAST,
PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
ZR7530_BREAST,-0.263855209
HS863T_BONE,
NCIH841_LUNG,-0.399839762
HS821T_BONE,
NCIH1944_LUNG,-0.394888387
NCIH2405_LUNG,-0.824073541
DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
BEN_LUNG,
COLO320_LARGE_INTESTINE,
RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
BFTC905_URINARY_TRACT,
BFTC909_KIDNEY,-0.19002031
MHHES1_BONE,0.759970233
JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.016809342
NCIH727_LUNG,-0.288414027
HS343T_BREAST,
HCC2935_LUNG,
HS888T_BONE,
MKN45_STOMACH,-0.32707436
8505C_THYROID,
KU1919_URINARY_TRACT,
KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
CADOES1_BONE,1.06893601
S117_SOFT_TISSUE,
EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
COLO677_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.264397048
CAL62_THYROID,
LCLC103H_LUNG,-0.439450759
JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.979415157
MHHCALL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
M07E_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.052887039
LCLC97TM1_LUNG,-0.11927507
2313287_STOMACH,-0.572147599
BHT101_THYROID,
JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
CAL51_BREAST,0.34231188
L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.132611261
KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
SIMA_AUTONOMIC_GANGLIA,
NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
BC3C_URINARY_TRACT,
SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
REC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
SUDHL5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
BCPAP_THYROID,
639V_URINARY_TRACT,
CL11_LARGE_INTESTINE,
TT2609C02_THYROID,
MEC2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
CL34_LARGE_INTESTINE,
RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
CAL120_BREAST,0.868108255
647V_URINARY_TRACT,
RH18_SOFT_TISSUE,
MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.526594953
EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
WSUDLCL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
JIMT1_BREAST,
ML1_THYROID,
AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.050431157
MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
COLO699_LUNG,1.094683158
JHUEM7_ENDOMETRIUM,
KP1NL_PANCREAS,0.005951137
KP1N_PANCREAS,
M059J_CENTRAL_NERVOUS_SYSTEM,
MB157_BREAST,
OE21_OESOPHAGUS,
SF8657_SKIN,
SNUC2B_LARGE_INTESTINE,
NCIH2073_LUNG,
HN_UPPER_AERODIGESTIVE_TRACT,
HRT18_LARGE_INTESTINE,
HCT116G9B_ENGINEERED,
HCT116PA_ENGINEERED,
HNT34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.139503574
MUTZ2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
PLB985_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.635987812
SKNO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.332936788
LC1_LUNG,
MOLT3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
HOP62_LUNG,0.246888987
EKVX_LUNG,-0.486983956
OVCAR5_OVARY,
UO31_KIDNEY,
TK10_KIDNEY,
SF268_CENTRAL_NERVOUS_SYSTEM,
SF539_CENTRAL_NERVOUS_SYSTEM,
SNB75_CENTRAL_NERVOUS_SYSTEM,
HOP92_LUNG,
ACCS_URINARY_TRACT,
MUTZ3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
A427_LUNG,-0.572543709
BT12_SOFT_TISSUE,-0.276253451
C8166_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.192991135
CACO2_LARGE_INTESTINE,0.006367052
HCC2429_LUNG,0.66569606
HCC2450_LUNG,-0.057402692
HCC461_LUNG,0.29862095
HCC515_LUNG,-0.299307051
INA6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.140691904
KD_SOFT_TISSUE,0.272556914
KPMRTRY_SOFT_TISSUE,
MON_SOFT_TISSUE,
NCIH2004RT_SOFT_TISSUE,0.066064786
NCIH2077_LUNG,
NCIH2882_LUNG,-0.810209692
NCIH2887_LUNG,-0.384114196
NCIH1819_LUNG,
NCIH3122_LUNG,0.594792375
NHAHTDD_CENTRAL_NERVOUS_SYSTEM,
OCIMY5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
OCIMY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.251800751
OPM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.793573073
PC9_LUNG,
SKNEP1_BONE,0.718774796
SKPNDW_BONE,
STM9101_SOFT_TISSUE,
SIHA_CERVIX,-0.207567982
TM87_SOFT_TISSUE,0.421692318
TTC709_SOFT_TISSUE,0.590039055
TTC1240_SOFT_TISSUE,
TTC549_SOFT_TISSUE,0.492992112
TTC642_SOFT_TISSUE,
BT16_SOFT_TISSUE,-0.192911913
CW9019_SOFT_TISSUE,-0.110322984
D384_CENTRAL_NERVOUS_SYSTEM,-0.007647319
D425_CENTRAL_NERVOUS_SYSTEM,0.178718461
D458_CENTRAL_NERVOUS_SYSTEM,-0.4251908
D556_CENTRAL_NERVOUS_SYSTEM,-0.113016532
JR_SOFT_TISSUE,-0.180038339
MKL1_SKIN,-0.271658575
MKL2_SKIN,-0.290711465
PETA_SKIN,-0.319627493
SMSCTR_SOFT_TISSUE,0.502498752
SUMB002_CENTRAL_NERVOUS_SYSTEM,-0.200398392
201T_LUNG,
451LU_NS,
A388_SKIN,
A431_SKIN,
ACN,
ALLPO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
ARH77_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
ASH3_THYROID,
ATN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
BALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
BB30HNC_UPPER_AERODIGESTIVE_TRACT,
BB49HNC_UPPER_AERODIGESTIVE_TRACT,
BB65RCC_KIDNEY,
BC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
BC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
BE13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
BE2M17_AUTONOMIC_GANGLIA,
BICR10_UPPER_AERODIGESTIVE_TRACT,
BICR78_UPPER_AERODIGESTIVE_TRACT,
BONNA12_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
BPH1_PROSTATE,
C33A_CERVIX,
C4I_CERVIX,
CA922_UPPER_AERODIGESTIVE_TRACT,
CAL39_VULVA,
CAL72_BONE,
CAR1_LARGE_INTESTINE,
CASKI_CERVIX,
CCRFCEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
CESS_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
CHP134_AUTONOMIC_GANGLIA,
CHSA0011_BONE,
CHSA0108_BONE,
CHSA8926_BONE,
COLO824_BREAST,
CORL303_LUNG,
CORL321_PLEURA,
CORL32_LUNG,
CP50MELB_SKIN,
CP66MEL_SKIN,
CP67MEL_SKIN,
CROAP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
CROAP3,
CS1_BONE,
CTB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
CTV1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
D245MG_CENTRAL_NERVOUS_SYSTEM,
D247MG_CENTRAL_NERVOUS_SYSTEM,
D263MG_CENTRAL_NERVOUS_SYSTEM,
D336MG_CENTRAL_NERVOUS_SYSTEM,
D392MG_CENTRAL_NERVOUS_SYSTEM,
D423MG_CENTRAL_NERVOUS_SYSTEM,
D502MG_CENTRAL_NERVOUS_SYSTEM,
D542MG_CENTRAL_NERVOUS_SYSTEM,
D566MG_CENTRAL_NERVOUS_SYSTEM,
DG75_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
DIFI_LARGE_INTESTINE,
DJM1_SKIN,
DOK_UPPER_AERODIGESTIVE_TRACT,
DOTC24510_CERVIX,
DSH1_URINARY_TRACT,
EB3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
EGI1_BILIARY_TRACT,
EMCBAC1_LUNG,
EMCBAC2_LUNG,
ES1_BONE,
ES3_BONE,
ES4_BONE,
ES5_BONE,
ES6_BONE,
ES7_BONE,
ES8_BONE,
ESO26_OESOPHAGUS,
ESO51_OESOPHAGUS,
ETK1_BILIARY_TRACT,
EW11_BONE,
EW12_BONE,
EW13_BONE,
EW16_BONE,
EW18_BONE,
EW1_BONE,
EW22_BONE,
EW24_BONE,
EW3_BONE,
EW7_BONE,
FARAGE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
FLO1_OESOPHAGUS,
GAK_SKIN,
GEO_LARGE_INTESTINE,
GIMEN_AUTONOMIC_GANGLIA,
GMEL_SKIN,
GOTO_AUTONOMIC_GANGLIA,
GP5D_LARGE_INTESTINE,
GRST_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
GT3TKB_STOMACH,
H2369_PLEURA,
NCIH2595_PLEURA,
NCIH2722_PLEURA,
NCIH2731_PLEURA,
NCIH2795_PLEURA,
NCIH2803_PLEURA,
NCIH2804_PLEURA,
NCIH2810_PLEURA,
NCIH2818_PLEURA,
NCIH2869_PLEURA,
H290_PLEURA,
H3118_UPPER_AERODIGESTIVE_TRACT,
H9_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
HA7RCC_KIDNEY,
HAL01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
HC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
HCC2998_LARGE_INTESTINE,
HCE4_OESOPHAGUS,
HEC1_ENDOMETRIUM,
HELA_CERVIX,0.081156576
HEMCSS_BONE,
HEY_OVARY,
HMVII_SKIN,
HO1N1_UPPER_AERODIGESTIVE_TRACT,
HO1U1_UPPER_AERODIGESTIVE_TRACT,
HS445_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
HSC39_STOMACH,
HT3_CERVIX,
HTCC3_THYROID,
HUH6CLONE5,
HUO3N1_BONE,
HUO9_BONE,
IHH4_THYROID,
IM9_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
IMR5_AUTONOMIC_GANGLIA,
ISTMEL1_SKIN,
ISTSL1_LUNG,
ISTSL2_LUNG,
JAR_PLACENTA,
JEG3_PLACENTA,
JHOS3_OVARY,
JHU011_UPPER_AERODIGESTIVE_TRACT,
JHU022_UPPER_AERODIGESTIVE_TRACT,
JHU029_UPPER_AERODIGESTIVE_TRACT,
JIYOYEP2003_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
JSC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
K2_SKIN,
K5_THYROID,
KARPAS1106P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
KARPAS231_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
KARPAS45_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
KGN_OVARY,
KINGS1_CENTRAL_NERVOUS_SYSTEM,
KMH2_THYROID,
KMOE2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
KNS81FD_CENTRAL_NERVOUS_SYSTEM,
KON_UPPER_AERODIGESTIVE_TRACT,
KOSC2_UPPER_AERODIGESTIVE_TRACT,
KPNYS_AUTONOMIC_GANGLIA,
KY821_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
KYAE1_OESOPHAGUS,
KYSE220_OESOPHAGUS,
KYSE50_OESOPHAGUS,
LAN6_AUTONOMIC_GANGLIA,
LB1047RCC_KIDNEY,
LB2241RCC_KIDNEY,
LB2518MEL_SKIN,
LB373MELD_SKIN,
LB647SCLC_LUNG,
LB771HNC_UPPER_AERODIGESTIVE_TRACT,
LB831BLC_URINARY_TRACT,
LB996RCC_KIDNEY,
LC2AD_LUNG,
LC41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
LIM1215_LARGE_INTESTINE,
LN405_CENTRAL_NERVOUS_SYSTEM,
LNZTA3WT4_CENTRAL_NERVOUS_SYSTEM,
LU134A_LUNG,
LU135_LUNG,
LU139_LUNG,
LU165_LUNG,
M14_SKIN,
MC1010_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
MCC13_SKIN,
MCC26_SKIN,
MCCAR_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
MCIXC_AUTONOMIC_GANGLIA,
MDAMB330_BREAST,
ME180_CERVIX,
MFHINO_SOFT_TISSUE,
MFM223_BREAST,
MHHPREB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
MKN28_STOMACH,
ML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
MLMA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
MMACSF_SKIN,
MN60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
MOT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
MRKNU1_BREAST,
MS1_LUNG,
MS751_CERVIX,
MYM12_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
MZ1PC_PANCREAS,
MZ2MEL_SKIN,
MZ7MEL_SKIN,
NB10_AUTONOMIC_GANGLIA,
NB12_AUTONOMIC_GANGLIA,
NB13_AUTONOMIC_GANGLIA,
NB14_AUTONOMIC_GANGLIA,
NB17_AUTONOMIC_GANGLIA,
NB5_AUTONOMIC_GANGLIA,
NB69_AUTONOMIC_GANGLIA,
NB6_AUTONOMIC_GANGLIA,
NB7_AUTONOMIC_GANGLIA,
NBSUSSR_AUTONOMIC_GANGLIA,
NBTU110_AUTONOMIC_GANGLIA,
NCC010_KIDNEY,
NCC021_KIDNEY,
NCCIT_TESTIS,
NCIH128_LUNG,
NCIH1304_LUNG,
NCIH1417_LUNG,
NCIH1688_LUNG,
NCIH1770_LUNG,
NCIH187_LUNG,
NCIH1993_LUNG,
